field,yield_fact
02.09.02.002.01,0.12311764705882353
02.09.02.003.00,0.0
02.09.02.010.00,0.0
02.09.02.013.00,0.0
02.09.02.015.00,0.3066875
02.09.02.019.00,0.06715625
02.09.03.032.00,12.390416666666665
02.09.06.004.01,219.72393333333332
02.09.06.004.02,0.0
02.09.06.004.04,0.09216666666666667
02.09.06.011.01,0.18984615384615383
02.09.06.011.02,0.20091228070175438
02.09.06.011.03,0.0
02.09.06.012.01,79.47141176470588
02.09.06.012.02,14.811695652173912
02.09.06.014.00,7.000000000000001e-05
02.09.06.016.00,0.0
02.09.06.016.01,0.12313636363636361
02.09.06.016.02,91.07525
02.09.06.017.00,0.0007777777777777778
02.09.06.019.00,0.06488461538461539
02.09.06.020.00,0.0003181818181818182
02.09.06.021.00,0.0742
02.09.06.022.00,52.19068115942029
02.09.06.023.00,0.1395
02.09.06.025.00,0.09485
02.09.06.026.00,0.1808
02.09.06.027.00,0.17161666666666667
02.09.06.028.00,308.949
02.09.06.029.00,66.54006896551724
02.09.06.030.00,0.13017543859649122
02.09.06.031.00,0.00028000000000000003
02.09.06.032.00,0.2633235294117647
02.09.06.032.01,0.0
02.09.06.032.02,0.00175
02.09.06.033.00,0.0
02.09.06.048.00,0.28676666666666667
02.09.06.049.00,0.051250000000000004
02.09.06.050.00,0.0
02.09.06.054.00,0.10487272727272728
02.09.06.057.00,0.0
02.09.06.061.00,4.635761589403974e-05
02.09.06.061.01,353.4582276422764
02.09.06.061.02,815.799
02.09.06.062.00,0.0
02.09.06.063.00,0.0
02.09.06.064.00,0.0
02.09.06.065.00,0.9836
02.09.06.066.00,0.5818953488372093
02.09.06.069.00,0.0
02.09.06.070.00,0.26885185185185184
02.09.06.071.00,0.0
02.09.06.071.01,0.0006282051282051282
02.09.06.071.02,0.0027222222222222222
02.09.06.074.00,120.95805217391303
02.09.06.075.00,133.0842822580645
02.09.06.076.01,0.0
02.09.06.076.02,0.0005833333333333334
02.09.06.077.00,0.28902222222222224
02.09.06.079.00,0.0
02.09.06.079.01,0.0017500000000000003
02.09.06.079.02,0.0
02.09.06.081.00,0.14641666666666667
02.09.06.084.00,0.2364035087719298
02.09.06.085.00,0.0
02.09.06.086.00,0.0
02.09.06.087.00,0.0
02.09.08.001.00,52.20256140350877
02.09.08.002.00,0.0675438596491228
02.09.08.003.00,390.5992025316456
02.09.08.003.01,0.0066500000000000005
02.09.08.003.02,0.0
02.09.08.004.00,0.039
02.09.08.005.00,141.21185714285716
02.09.08.006.00,0.11145098039215685
02.09.08.007.00,0.20320143884892086
02.09.08.008.00,0.0
02.09.08.009.00,0.6094565217391303
02.09.08.010.00,0.0
02.09.08.011.00,0.08412727272727272
02.09.08.012.00,0.0
02.09.08.013.00,0.031920000000000004
02.09.08.014.00,350.9464
02.09.08.015.00,0.0
02.09.08.016.00,0.07373333333333333
02.09.08.017.00,0.14475816993464052
02.09.08.018.00,0.0
02.09.08.019.00,0.0
02.09.08.020.00,0.45045614035087717
02.09.08.021.00,0.12191666666666667
02.09.08.022.00,0.00507843137254902
02.09.08.023.00,401.41135416666674
02.09.08.028.00,0.0
02.09.08.028.01,29.767666666666663
02.09.08.028.02,0.16829166666666664
02.09.08.029.00,0.0
02.09.08.030.00,0.0
02.09.08.031.00,0.0
02.09.08.032.00,0.0
02.09.08.033.00,0.8674615384615384
02.09.08.034.00,0.0
02.09.08.035.00,0.09369230769230769
02.09.08.036.00,33.76606896551724
02.09.08.037.00,0.11511111111111111
02.09.08.038.00,0.6348333333333334
02.09.08.039.00,0.12334482758620689
02.09.08.040.02,0.1327941176470588
02.09.08.041.00,0.20199999999999999
02.09.08.042.00,0.0
02.09.08.043.01,0.4789473684210526
02.09.08.043.02,71.0374
02.09.08.044.00,0.31669230769230766
02.09.08.045.00,0.084
02.09.08.046.00,0.057105263157894735
02.09.08.047.00,0.07983333333333334
02.09.08.048.00,0.08124242424242424
02.09.08.049.00,0.07813513513513513
02.09.08.050.00,0.5046268656716418
02.09.08.051.00,0.03280392156862745
02.09.08.052.00,0.0
02.09.08.052.01,0.22422340425531917
02.09.08.052.02,15.2051875
02.09.08.053.00,0.6343831775700935
02.09.08.054.00,0.6358333333333333
02.09.08.054.01,0.11293333333333333
02.09.08.054.02,0.03338461538461539
02.09.08.055.00,0.12833333333333335
02.09.08.056.00,212.347
02.09.08.057.01,0.02781578947368421
02.09.08.057.02,269.982475
02.09.08.058.00,0.0
02.09.08.059.00,0.1304390243902439
02.09.08.060.00,0.0
02.09.08.061.00,0.0
02.09.08.062.00,0.0
02.09.09.008.00,0.07146666666666666
02.09.09.009.00,0.1421875
02.09.09.010.00,4.426069565217392
02.09.09.011.00,0.24854216867469878
02.09.09.012.00,0.0
02.09.09.013.00,0.18252830188679245
02.09.09.014.00,0.1103103448275862
02.09.09.018.00,0.13829411764705882
02.09.09.019.00,57.123675000000006
02.09.09.021.00,0.0
02.09.09.024.00,277.27995412844035
02.09.09.025.00,0.1423333333333333
02.09.12.001.00,0.0
02.09.12.005.00,0.0
02.09.12.006.00,0.0
02.09.12.009.00,0.25971794871794873
02.09.12.017.00,0.26593805309734514
02.09.12.018.00,0.0
02.09.12.019.00,0.0
02.09.12.020.00,0.17864
02.09.12.021.00,0.0
02.09.12.021.01,0.26158461538461536
02.09.12.022.00,0.0
02.09.12.023.00,0.0
02.09.12.023.01,0.001125
02.09.12.023.02,0.002074074074074074
02.09.12.024.00,0.29446666666666665
02.09.12.025.00,0.0
02.09.12.026.00,0.0
02.09.12.027.00,0.0
02.09.12.028.00,0.396125
02.09.12.029.00,0.35055263157894734
02.12.07.042.00,256.58083783783786
02.12.07.043.00,0.2703191489361702
02.12.07.044.00,0.49861538461538457
02.12.11.001.00,0.046
02.12.11.003.00,0.06095833333333334
02.12.11.004.00,0.037386363636363634
02.12.11.005.00,0.035
02.12.11.006.00,0.018516129032258064
02.23.03.002.00,0.9287844036697247
02.23.03.003.00,0.0
02.23.03.004.00,1.1624329896907217
02.23.03.005.00,0.0
02.23.03.006.01,0.0
02.23.03.007.00,0.0008571428571428572
02.23.03.008.00,1.6503706896551722
02.23.03.009.00,0.0
02.23.03.011.00,0.0
02.23.03.011.01,0.001105263157894737
02.23.03.011.02,0.3173333333333333
02.23.03.012.00,0.4376521739130435
02.23.03.014.00,0.14366666666666666
02.23.03.015.00,0.12534883720930232
02.23.03.016.00,0.0009074074074074074
02.23.03.017.00,1.2388510638297872
02.23.03.018.00,0.0024000000000000002
02.23.03.019.00,1.0583873873873872
02.23.03.020.00,0.0
02.23.03.021.00,0.28823529411764703
02.23.03.022.00,0.23052808988764045
02.23.03.023.00,0.0
02.23.03.023.01,0.03211764705882353
02.23.03.023.02,0.0035
02.23.03.024.00,0.6785820895522389
02.23.03.024.01,0.0
02.23.03.024.02,0.0
02.23.03.025.00,0.668972972972973
02.23.03.026.00,0.378
02.23.03.027.00,0.00028225806451612906
02.23.03.029.00,0.0
02.23.03.030.00,1.164705882352941
02.23.03.030.01,1.2929583333333332
02.23.03.030.02,0.0
02.23.03.031.00,0.0
02.23.03.033.00,0.0
02.23.03.034.00,0.0
02.23.03.035.00,0.0
02.23.09.001.00,0.13333333333333333
02.23.09.002.00,0.10423913043478261
02.23.09.005.00,0.00042424242424242425
02.23.11.001.00,0.0
02.23.11.003.00,0.38359999999999994
02.23.11.003.01,0.0
02.23.11.006.00,0.0
02.23.11.007.00,0.0
02.23.11.008.00,0.0
02.23.11.009.00,0.35807692307692307
02.23.11.010.00,0.14933333333333335
02.23.11.011.00,0.0
02.23.11.011.01,0.21731818181818185
02.23.11.011.02,0.2506341463414634
02.23.11.012.00,0.0
02.23.11.013.00,0.1185625
02.23.11.014.00,0.0
02.23.11.015.00,0.17935555555555555
02.23.11.017.00,45.9505925925926
02.23.11.021.00,0.0
02.23.11.022.00,0.0
02.23.11.023.00,0.0
02.23.11.025.00,0.0
02.23.11.026.00,0.3198461538461539
02.23.11.027.00,0.14207407407407407
02.23.11.028.00,0.10546666666666665
02.23.11.029.00,0.0
02.23.11.030.00,0.10808
02.23.11.031.00,0.0
02.23.11.032.00,0.0
02.23.11.032.01,0.0
02.23.11.032.02,0.662375
02.23.11.033.00,0.0
02.23.11.035.00,0.22574999999999998
02.23.11.036.00,0.06331818181818182
02.23.11.037.00,0.044333333333333336
02.23.11.038.00,0.0
02.23.11.039.00,86.56038461538462
02.23.11.040.00,0.18564
02.23.11.041.00,0.07478947368421053
02.23.11.042.00,0.0
02.23.11.044.00,0.36279687499999996
02.23.11.045.00,0.0
02.23.11.045.01,0.1723333333333333
02.23.11.045.02,0.3895862068965517
02.23.11.045.03,0.20806153846153846
02.23.11.046.00,0.0
02.23.11.047.00,0.7041176470588236
02.23.11.048.00,0.0
02.23.11.049.00,0.0
02.23.11.049.01,0.8202352941176471
02.23.11.049.02,0.11873076923076924
02.23.11.049.03,0.28
02.23.11.050.00,0.11127586206896552
02.23.11.051.00,0.0
02.23.11.052.00,0.6970737704918033
